country_name,indicator_name,sex,age_group,age_categories,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,Average_per_years,region,sub_region,economic_level,standard_deviation
Costa Rica,Unemployment rate by sex and age,Male,25+,Adults,4.411,4.823,4.798,4.511,5.045,5.439,10.022,8.499,6.11,5.266,4.621,5.776818182,Americas,Latin America and the Caribbean,Upper-middle income,1.820027243
Costa Rica,Unemployment rate by sex and age,Male,Under 15,Children,7.16,7.127,6.782,6.479,7.448,8.506,13.195,11.715,8.635,7.294,6.878,8.292636364,Americas,Latin America and the Caribbean,Upper-middle income,2.187080989
Croatia,Unemployment rate by sex and age,Female,15-24,Youth,46.396,43.716,31.335,27.767,29.473,19.83,25.079,26.398,22.678,23.277,22.601,28.95909091,Europe,Southern Europe,High income,8.638636842
Croatia,Unemployment rate by sex and age,Female,25+,Adults,15.894,14.743,12.106,10.529,7.697,6.2,6.351,6.683,6.78,6.211,6.188,9.034727273,Europe,Southern Europe,High income,3.67449126
Croatia,Unemployment rate by sex and age,Female,Under 15,Children,18.268,16.905,13.791,11.914,9.347,7.168,7.581,8.023,7.912,7.158,7.097,10.46945455,Europe,Southern Europe,High income,4.131833766
Croatia,Unemployment rate by sex and age,Male,15-24,Youth,44.938,41.478,31.26,27.141,19.644,14.588,18.77,18.976,14.815,16.74,16.246,24.05418182,Europe,Southern Europe,High income,10.78782561
Croatia,Unemployment rate by sex and age,Male,25+,Adults,13.466,12.915,10.371,8.827,6.455,5.316,6.336,6.163,5.307,4.522,4.53,7.655272727,Europe,Southern Europe,High income,3.258170103
Croatia,Unemployment rate by sex and age,Male,Under 15,Children,16.448,15.555,12.511,10.614,7.645,6.157,7.451,7.262,6.139,5.493,5.456,9.157363636,Europe,Southern Europe,High income,4.018500648
Cuba,Unemployment rate by sex and age,Female,15-24,Youth,6.583,5.47,4.624,3.484,3.882,2.555,3.288,3.116,2.59,2.433,2.315,3.667272727,Americas,Latin America and the Caribbean,Upper-middle income,1.376364856
Cuba,Unemployment rate by sex and age,Female,25+,Adults,2.672,2.209,1.88,1.413,1.585,1.046,1.4,1.358,1.103,1.041,0.983,1.517272727,Americas,Latin America and the Caribbean,Upper-middle income,0.538891101
Cuba,Unemployment rate by sex and age,Female,Under 15,Children,3.14,2.584,2.185,1.637,1.826,1.2,1.585,1.528,1.252,1.176,1.109,1.747454545,Americas,Latin America and the Caribbean,Upper-middle income,0.648284253
Cuba,Unemployment rate by sex and age,Male,15-24,Youth,6.615,6.295,5.181,4.803,4.469,3.298,3.106,3.213,3.379,3.154,2.988,4.227363636,Americas,Latin America and the Caribbean,Upper-middle income,1.335404603
Cuba,Unemployment rate by sex and age,Male,25+,Adults,1.876,1.774,1.473,1.361,1.277,0.946,1.078,1.083,1.011,0.952,0.898,1.248090909,Americas,Latin America and the Caribbean,Upper-middle income,0.338955588
Cuba,Unemployment rate by sex and age,Male,Under 15,Children,2.431,2.286,1.887,1.739,1.623,1.2,1.287,1.302,1.256,1.177,1.109,1.572454545,Americas,Latin America and the Caribbean,Upper-middle income,0.462617415
Cyprus,Unemployment rate by sex and age,Female,15-24,Youth,34.344,30.911,31.859,23.191,16.17,14.631,12.375,16.42,18.555,14.667,14.493,20.69236364,Asia,Western Asia,High income,8.035257473
Cyprus,Unemployment rate by sex and age,Female,25+,Adults,12.883,13.016,11.313,10.036,8.074,7.443,7.412,7.215,6.759,5.762,5.762,8.697727273,Asia,Western Asia,High income,2.675915099
Cyprus,Unemployment rate by sex and age,Female,Under 15,Children,15.227,14.89,13.4,11.365,8.889,8.11,7.826,8.014,7.767,6.514,6.481,9.862090909,Asia,Western Asia,High income,3.277901538
Cyprus,Unemployment rate by sex and age,Male,15-24,Youth,36.617,34.034,25.774,26.953,25.348,18.95,23.774,17.744,18.742,19.285,18.587,24.16436364,Asia,Western Asia,High income,6.458533383
Cyprus,Unemployment rate by sex and age,Male,25+,Adults,14.852,13.217,11.447,9.678,6.706,5.301,6.343,6.138,4.856,5.21,5.213,8.087363636,Asia,Western Asia,High income,3.597060808
Cyprus,Unemployment rate by sex and age,Male,Under 15,Children,17.172,15.15,12.679,10.985,8.169,6.344,7.706,7.092,5.946,6.357,6.274,9.443090909,Asia,Western Asia,High income,3.958825115
Czechia,Unemployment rate by sex and age,Female,15-24,Youth,17.091,14.444,11.383,8.717,7.191,6.021,9.132,9.031,7.9,9.915,9.653,10.04345455,Europe,Eastern Europe,High income,3.217489157
Czechia,Unemployment rate by sex and age,Female,25+,Adults,6.77,5.54,4.27,3.28,2.574,2.191,2.675,3.163,2.5,2.614,2.581,3.468909091,Europe,Eastern Europe,High income,1.465601409
Czechia,Unemployment rate by sex and age,Female,Under 15,Children,7.394,6.083,4.668,3.579,2.817,2.387,2.951,3.421,2.757,2.992,2.969,3.819818182,Europe,Eastern Europe,High income,1.586992238
Czechia,Unemployment rate by sex and age,Male,15-24,Youth,15.044,11.311,9.91,7.373,6.372,5.364,7.213,7.539,5.945,9.142,8.985,8.563454545,Europe,Eastern Europe,High income,2.793882222
Czechia,Unemployment rate by sex and age,Male,25+,Adults,4.323,3.703,2.907,1.997,1.51,1.51,1.941,2.006,1.546,1.79,1.776,2.273545455,Europe,Eastern Europe,High income,0.952901187
Czechia,Unemployment rate by sex and age,Male,Under 15,Children,5.103,4.232,3.379,2.339,1.794,1.725,2.231,2.304,1.788,2.219,2.222,2.666909091,Europe,Eastern Europe,High income,1.101842861
Ivory Coast,Unemployment rate by sex and age,Female,15-24,Youth,5.741,4.363,3.011,6.167,5.483,4.807,5.44,5.368,4.979,4.872,4.81,5.003727273,Africa,Sub-Saharan Africa,Lower-middle income,0.832177516
Ivory Coast,Unemployment rate by sex and age,Female,25+,Adults,3.304,2.698,2.131,3.063,2.736,2.416,2.504,2.684,2.534,2.478,2.446,2.635818182,Africa,Sub-Saharan Africa,Lower-middle income,0.322027582
Ivory Coast,Unemployment rate by sex and age,Female,Under 15,Children,3.94,3.128,2.356,3.85,3.426,3.011,3.234,3.341,3.123,3.052,3.01,3.224636364,Africa,Sub-Saharan Africa,Lower-middle income,0.430431243
Ivory Coast,Unemployment rate by sex and age,Male,15-24,Youth,3.753,2.523,1.274,4.387,3.818,3.26,3.587,3.616,3.344,3.263,3.218,3.276636364,Africa,Sub-Saharan Africa,Lower-middle income,0.809404506
Ivory Coast,Unemployment rate by sex and age,Male,25+,Adults,2.358,1.989,1.663,2.371,1.954,1.54,1.759,1.803,1.604,1.563,1.537,1.831,Africa,Sub-Saharan Africa,Lower-middle income,0.30628157
Ivory Coast,Unemployment rate by sex and age,Male,Under 15,Children,2.691,2.116,1.571,2.845,2.39,1.941,2.186,2.23,2.005,1.953,1.921,2.168090909,Africa,Sub-Saharan Africa,Lower-middle income,0.364658047
Denmark,Unemployment rate by sex and age,Female,15-24,Youth,12.847,11.13,10.826,11.883,9.228,9.726,10.615,10.92,10.458,9.572,9.308,10.59209091,Europe,Northern Europe,High income,1.118994321
Denmark,Unemployment rate by sex and age,Female,25+,Adults,6.107,5.686,5.544,4.959,4.637,4.457,5.171,4.147,3.45,3.954,4.196,4.755272727,Europe,Northern Europe,High income,0.816171317
Denmark,Unemployment rate by sex and age,Female,Under 15,Children,7.147,6.53,6.38,6.046,5.347,5.269,5.984,5.135,4.488,4.793,4.945,5.642181818,Europe,Northern Europe,High income,0.830657669
Denmark,Unemployment rate by sex and age,Male,15-24,Youth,15.516,13.137,13.491,12.892,11.771,10.361,12.529,10.666,10.609,12.271,12.394,12.33063636,Europe,Northern Europe,High income,1.497763751
Denmark,Unemployment rate by sex and age,Male,25+,Adults,5.284,4.893,4.352,4.421,3.817,3.891,4.178,4.049,3.371,3.671,3.626,4.141181818,Europe,Northern Europe,High income,0.570193619
Denmark,Unemployment rate by sex and age,Male,Under 15,Children,6.736,6.06,5.64,5.636,4.937,4.799,5.334,4.956,4.378,4.868,4.833,5.288818182,Europe,Northern Europe,High income,0.679990856
Djibouti,Unemployment rate by sex and age,Female,15-24,Youth,74.485,74.655,74.72,75.416,76.395,77.173,83.99,82.135,78.776,78.541,78.644,77.72090909,Africa,Sub-Saharan Africa,Lower-middle income,3.125232294
Djibouti,Unemployment rate by sex and age,Female,25+,Adults,26.756,26.733,26.699,26.916,27.236,27.475,28.611,29.239,28.027,27.729,27.576,27.54518182,Africa,Sub-Saharan Africa,Lower-middle income,0.822601704
Djibouti,Unemployment rate by sex and age,Female,Under 15,Children,36.384,36.106,35.896,35.969,36.127,36.196,38.015,38.097,36.715,36.27,35.947,36.52018182,Africa,Sub-Saharan Africa,Lower-middle income,0.793290718
Djibouti,Unemployment rate by sex and age,Male,15-24,Youth,72.377,72.474,72.47,73.127,74,74.686,80.463,78.706,76.054,75.734,75.935,75.09327273,Africa,Sub-Saharan Africa,Lower-middle income,2.650951418
Djibouti,Unemployment rate by sex and age,Male,25+,Adults,15.562,15.532,15.497,15.62,15.791,15.916,17.051,17.246,16.232,15.953,15.778,16.01618182,Africa,Sub-Saharan Africa,Lower-middle income,0.601545313
Djibouti,Unemployment rate by sex and age,Male,Under 15,Children,22.374,22.198,22.065,22.112,22.214,22.26,23.708,23.744,22.535,22.143,21.858,22.47372727,Africa,Sub-Saharan Africa,Lower-middle income,0.642362062
Dominican Republic,Unemployment rate by sex and age,Female,15-24,Youth,20.876,24.28,25.915,19.667,23.046,22.684,20.813,25.579,17.672,16.294,16.667,21.22663636,Americas,Latin America and the Caribbean,Upper-middle income,3.408283682
Dominican Republic,Unemployment rate by sex and age,Female,25+,Adults,7.491,8.203,7.72,5.894,6.51,6.975,7.179,9.991,6.992,6.8,6.63,7.307727273,Americas,Latin America and the Caribbean,Upper-middle income,1.085545033
Dominican Republic,Unemployment rate by sex and age,Female,Under 15,Children,9.766,10.956,10.783,8.156,9.163,9.412,9.083,12.521,8.706,8.295,8.176,9.547,Americas,Latin America and the Caribbean,Upper-middle income,1.373895848
Dominican Republic,Unemployment rate by sex and age,Male,15-24,Youth,9.326,12.213,11.802,9.979,10.332,11.555,11.644,11.587,10.012,9.37,9.555,10.67045455,Americas,Latin America and the Caribbean,Upper-middle income,1.095413654
Dominican Republic,Unemployment rate by sex and age,Male,25+,Adults,3.806,3.858,3.393,3.03,2.212,2.311,2.713,2.873,1.948,2.62,2.445,2.837181818,Americas,Latin America and the Caribbean,Upper-middle income,0.632679511
Dominican Republic,Unemployment rate by sex and age,Male,Under 15,Children,4.868,5.508,5.052,4.336,3.724,4.011,4.227,4.435,3.376,3.766,3.626,4.266272727,Americas,Latin America and the Caribbean,Upper-middle income,0.660926182
Ecuador,Unemployment rate by sex and age,Female,15-24,Youth,11.886,11.54,14.1,11.452,10.413,11.702,15.022,12.936,11.048,9.702,9.943,11.79490909,Americas,Latin America and the Caribbean,Upper-middle income,1.658509117
Ecuador,Unemployment rate by sex and age,Female,25+,Adults,2.738,3.193,4.283,3.723,3.308,3.309,6.005,4.491,3.253,3.385,3.33,3.728909091,Americas,Latin America and the Caribbean,Upper-middle income,0.90525703
Ecuador,Unemployment rate by sex and age,Female,Under 15,Children,4.141,4.521,5.848,4.928,4.391,4.591,7.359,5.781,4.456,4.341,4.301,4.968909091,Americas,Latin America and the Caribbean,Upper-middle income,0.980448821
Ecuador,Unemployment rate by sex and age,Male,15-24,Youth,7.529,7.233,8.022,6.627,6.463,6.861,8.711,7.012,6.698,6.179,6.05,7.035,Americas,Latin America and the Caribbean,Upper-middle income,0.800460368
Ecuador,Unemployment rate by sex and age,Male,25+,Adults,2.093,2.119,2.794,2.302,2.183,2.511,4.603,2.968,2.557,2.363,2.386,2.625363636,Americas,Latin America and the Caribbean,Upper-middle income,0.709988067
Ecuador,Unemployment rate by sex and age,Male,Under 15,Children,3.068,3.024,3.724,3.068,2.928,3.258,5.293,3.687,3.264,3.003,2.99,3.391545455,Americas,Latin America and the Caribbean,Upper-middle income,0.686948668
Egypt,Unemployment rate by sex and age,Female,15-24,Youth,45.236,39.867,40.561,40.022,52.923,52.014,46.175,42.902,35.676,36.599,37.586,42.68736364,Africa,Northern Africa,Lower-middle income,5.850563738
Egypt,Unemployment rate by sex and age,Female,25+,Adults,17.684,19.663,18.199,17.713,15.028,15.978,13.343,11.632,9.683,9.983,10.282,14.47163636,Africa,Northern Africa,Lower-middle income,3.663566412
Egypt,Unemployment rate by sex and age,Female,Under 15,Children,23.935,24.711,23.547,22.863,21.378,21.343,17.646,15.932,13.042,13.434,13.842,19.243,Africa,Northern Africa,Lower-middle income,4.554028349
Egypt,Unemployment rate by sex and age,Male,15-24,Youth,27.159,31.453,30.393,29.098,17.941,12.939,13.13,13.137,11.572,11.158,11.002,18.99836364,Africa,Northern Africa,Lower-middle income,8.606657519
Egypt,Unemployment rate by sex and age,Male,25+,Adults,5.778,4.975,4.696,4.44,4.932,3.455,4.738,4.304,3.807,3.568,3.483,4.379636364,Africa,Northern Africa,Lower-middle income,0.741514298
Egypt,Unemployment rate by sex and age,Male,Under 15,Children,9.704,9.352,8.845,8.176,6.78,4.757,5.928,5.575,4.898,4.631,4.531,6.652454545,Africa,Northern Africa,Lower-middle income,2.017117714
El Salvador,Unemployment rate by sex and age,Female,15-24,Youth,9.106,9.926,9.951,12.134,11.503,12.802,14.79,14.114,11.157,10.319,10.127,11.44809091,Americas,Latin America and the Caribbean,Lower-middle income,1.836580434
El Salvador,Unemployment rate by sex and age,Female,25+,Adults,1.854,2.108,2.55,2.274,2.096,2.676,3.629,3.008,1.858,1.78,1.789,2.329272727,Americas,Latin America and the Caribbean,Lower-middle income,0.588804907
El Salvador,Unemployment rate by sex and age,Female,Under 15,Children,3.132,3.471,3.847,4.006,3.751,4.382,5.423,4.767,3.307,3.048,2.973,3.827909091,Americas,Latin America and the Caribbean,Lower-middle income,0.774168387
El Salvador,Unemployment rate by sex and age,Male,15-24,Youth,9.831,8.062,9.301,8.583,8.15,8.003,9.26,7.696,5.594,5.164,5.12,7.705818182,Americas,Latin America and the Caribbean,Lower-middle income,1.681237034
El Salvador,Unemployment rate by sex and age,Male,25+,Adults,3.232,3.162,3.371,3.389,2.978,2.809,3.415,2.995,2.042,1.908,1.87,2.833727273,Americas,Latin America and the Caribbean,Lower-middle income,0.60508348
El Salvador,Unemployment rate by sex and age,Male,Under 15,Children,4.877,4.371,4.826,4.657,4.191,4.022,4.723,4.026,2.786,2.568,2.506,3.959363636,Americas,Latin America and the Caribbean,Lower-middle income,0.912105068
Equatorial Guinea,Unemployment rate by sex and age,Female,15-24,Youth,17.057,17.325,17.527,17.584,17.185,17.434,20.146,19.762,18.161,17.937,17.771,17.98990909,Africa,Sub-Saharan Africa,Upper-middle income,1.02554429
Equatorial Guinea,Unemployment rate by sex and age,Female,25+,Adults,7.568,7.664,7.741,7.813,7.793,7.911,8.367,8.741,8.253,8.147,8.077,8.006818182,Africa,Sub-Saharan Africa,Upper-middle income,0.350306385
Equatorial Guinea,Unemployment rate by sex and age,Female,Under 15,Children,9.226,9.295,9.341,9.356,9.231,9.335,10.056,10.329,9.747,9.654,9.607,9.561545455,Africa,Sub-Saharan Africa,Upper-middle income,0.362434646
Equatorial Guinea,Unemployment rate by sex and age,Male,15-24,Youth,14.453,14.75,14.856,15.175,14.932,15.081,16.669,16.415,15.071,14.941,14.885,15.20254545,Africa,Sub-Saharan Africa,Upper-middle income,0.691557426
Equatorial Guinea,Unemployment rate by sex and age,Male,25+,Adults,6.006,6.193,6.335,6.472,6.473,6.557,7.174,7.253,6.719,6.636,6.577,6.581363636,Africa,Sub-Saharan Africa,Upper-middle income,0.372977552
Equatorial Guinea,Unemployment rate by sex and age,Male,Under 15,Children,7.224,7.374,7.471,7.593,7.531,7.599,8.296,8.348,7.737,7.678,7.65,7.681909091,Africa,Sub-Saharan Africa,Upper-middle income,0.348048403
Eritrea,Unemployment rate by sex and age,Female,15-24,Youth,11.719,11.847,11.901,11.811,11.386,11.408,12.853,12.763,11.69,11.472,11.33,11.83454545,Africa,Sub-Saharan Africa,Low income,0.520363981
Eritrea,Unemployment rate by sex and age,Female,25+,Adults,4.548,4.601,4.615,4.607,4.523,4.519,4.623,4.91,4.592,4.508,4.467,4.592090909,Africa,Sub-Saharan Africa,Low income,0.117314496
Eritrea,Unemployment rate by sex and age,Female,Under 15,Children,6.749,6.851,6.88,6.861,6.686,6.701,7.233,7.385,6.853,6.713,6.629,6.867363636,Africa,Sub-Saharan Africa,Low income,0.236122118
Eritrea,Unemployment rate by sex and age,Male,15-24,Youth,9.105,9.299,9.339,9.455,9.176,9.155,10.058,9.931,9.004,8.833,8.744,9.281727273,Africa,Sub-Saharan Africa,Low income,0.410349386
Eritrea,Unemployment rate by sex and age,Male,25+,Adults,3.23,3.356,3.433,3.476,3.418,3.406,3.72,3.761,3.401,3.328,3.279,3.437090909,Africa,Sub-Saharan Africa,Low income,0.165974368
Eritrea,Unemployment rate by sex and age,Male,Under 15,Children,5.069,5.231,5.302,5.377,5.263,5.255,5.764,5.738,5.2,5.093,5.025,5.301545455,Africa,Sub-Saharan Africa,Low income,0.245568061
Estonia,Unemployment rate by sex and age,Female,15-24,Youth,9.971,12.188,10.544,9.957,11.375,11.733,18.355,14.954,16.349,13.849,15.585,13.16909091,Europe,Northern Europe,High income,2.831436789
Estonia,Unemployment rate by sex and age,Female,25+,Adults,6.539,5.643,5.688,4.904,4.785,4.269,5.674,4.804,3.989,6.164,7.031,5.408181818,Europe,Northern Europe,High income,0.949054774
Estonia,Unemployment rate by sex and age,Female,Under 15,Children,6.808,6.133,6.064,5.3,5.323,4.847,6.619,5.545,5.057,6.792,7.766,6.023090909,Europe,Northern Europe,High income,0.903989873
Estonia,Unemployment rate by sex and age,Male,15-24,Youth,19.191,13.798,15.725,13.805,12.237,10.44,17.322,18.221,20.685,18.083,19.327,16.25763636,Europe,Northern Europe,High income,3.290989677
Estonia,Unemployment rate by sex and age,Male,25+,Adults,6.78,5.484,6.613,5.433,4.754,3.505,6.07,5.867,4.874,5.529,5.707,5.510545455,Europe,Northern Europe,High income,0.911722914
Estonia,Unemployment rate by sex and age,Male,Under 15,Children,7.857,6.244,7.413,6.19,5.413,4.076,6.969,6.784,6.067,6.527,6.841,6.398272727,Europe,Northern Europe,High income,1.019082047
Eswatini,Unemployment rate by sex and age,Female,15-24,Youth,51.195,50.088,49.002,49.29,49.655,49.836,56.03,53.667,50.427,49.651,49.303,50.74036364,Africa,Sub-Saharan Africa,Lower-middle income,2.182888008
Eswatini,Unemployment rate by sex and age,Female,25+,Adults,19.909,19.626,19.341,19.444,19.586,19.641,21.247,21.352,19.849,19.459,19.257,19.88281818,Africa,Sub-Saharan Africa,Lower-middle income,0.727409626
Eswatini,Unemployment rate by sex and age,Female,Under 15,Children,25.827,25.195,24.526,24.45,24.436,24.327,26.501,26.132,24.477,24.023,23.793,24.88063636,Africa,Sub-Saharan Africa,Lower-middle income,0.899041854
Eswatini,Unemployment rate by sex and age,Male,15-24,Youth,46.579,45.713,44.887,45.16,45.502,45.678,50.607,48.697,46.005,44.988,44.598,46.21945455,Africa,Sub-Saharan Africa,Lower-middle income,1.834991409
Eswatini,Unemployment rate by sex and age,Male,25+,Adults,17.062,16.95,16.843,16.934,17.061,17.111,19.1,18.925,17.25,16.812,16.585,17.33027273,Africa,Sub-Saharan Africa,Lower-middle income,0.85071759
Eswatini,Unemployment rate by sex and age,Male,Under 15,Children,21.96,21.56,21.121,21.053,21.04,20.942,23.234,22.788,21.012,20.549,20.319,21.41618182,Africa,Sub-Saharan Africa,Lower-middle income,0.905943687
Ethiopia,Unemployment rate by sex and age,Female,15-24,Youth,4.685,4.908,5.185,5.459,5.799,6.094,8.107,8.104,7.26,7.092,7.068,6.341909091,Africa,Sub-Saharan Africa,Low income,1.24212982
Ethiopia,Unemployment rate by sex and age,Female,25+,Adults,2.264,2.316,2.415,2.508,2.655,2.762,3.716,3.837,3.424,3.356,3.352,2.964090909,Africa,Sub-Saharan Africa,Low income,0.583006596
Ethiopia,Unemployment rate by sex and age,Female,Under 15,Children,3.093,3.19,3.335,3.473,3.668,3.818,5.096,5.149,4.584,4.473,4.45,4.029909091,Africa,Sub-Saharan Africa,Low income,0.749727478
Ethiopia,Unemployment rate by sex and age,Male,15-24,Youth,2.695,2.782,2.903,3.022,3.181,3.311,4.337,4.378,3.869,3.775,3.78,3.457545455,Africa,Sub-Saharan Africa,Low income,0.602306959
Ethiopia,Unemployment rate by sex and age,Male,25+,Adults,1.224,1.236,1.276,1.313,1.383,1.428,2.225,2.208,1.765,1.724,1.71,1.590181818,Africa,Sub-Saharan Africa,Low income,0.367670999
Ethiopia,Unemployment rate by sex and age,Male,Under 15,Children,1.713,1.742,1.802,1.857,1.946,2.009,2.871,2.863,2.389,2.326,2.313,2.166454545,Africa,Sub-Saharan Africa,Low income,0.420211938
Fiji,Unemployment rate by sex and age,Female,15-24,Youth,18.954,20.058,21.433,21.948,22.348,22.531,25.252,24.713,23.089,21.932,21.667,22.175,Oceania,Melanesia,Upper-middle income,1.807682771
Fiji,Unemployment rate by sex and age,Female,25+,Adults,2.204,2.212,2.262,2.315,2.359,2.392,2.47,2.699,2.53,2.359,2.312,2.374,Oceania,Melanesia,Upper-middle income,0.146616507
Fiji,Unemployment rate by sex and age,Female,Under 15,Children,5.129,5.3,5.552,5.556,5.566,5.612,5.956,6.084,5.847,5.492,5.392,5.589636364,Oceania,Melanesia,Upper-middle income,0.28162538
Fiji,Unemployment rate by sex and age,Male,15-24,Youth,11.714,11.603,11.627,11.764,11.884,12.005,13.3,13.016,12.336,11.542,11.352,12.013,Oceania,Melanesia,Upper-middle income,0.62535366
Fiji,Unemployment rate by sex and age,Male,25+,Adults,2.4,2.231,2.107,2.13,2.153,2.187,2.452,2.533,2.333,2.106,2.047,2.243545455,Oceania,Melanesia,Upper-middle income,0.161355734
Fiji,Unemployment rate by sex and age,Male,Under 15,Children,3.897,3.773,3.708,3.711,3.718,3.75,4.117,4.146,3.911,3.614,3.545,3.808181818,Oceania,Melanesia,Upper-middle income,0.191613579
Finland,Unemployment rate by sex and age,Female,15-24,Youth,18.274,19.63,18.549,19.315,16.758,15.563,19.361,16.411,13.984,15.289,16.259,17.21754545,Europe,Northern Europe,High income,1.907764365
Finland,Unemployment rate by sex and age,Female,25+,Adults,6.411,7.246,7.12,6.793,5.944,4.872,5.933,5.818,5.347,5.069,5.277,5.984545455,Europe,Northern Europe,High income,0.820432248
Finland,Unemployment rate by sex and age,Female,Under 15,Children,7.946,8.842,8.581,8.39,7.298,6.164,7.488,7.055,6.368,6.314,6.633,7.370818182,Europe,Northern Europe,High income,0.961277881
Finland,Unemployment rate by sex and age,Male,15-24,Youth,22.552,25.052,21.557,20.756,17.129,18.503,22.915,17.663,14.29,16.205,17.654,19.47963636,Europe,Northern Europe,High income,3.301589262
Finland,Unemployment rate by sex and age,Male,25+,Adults,7.469,7.804,7.347,7.261,6.161,5.643,6.065,6.898,6.121,6.479,6.588,6.712363636,Europe,Northern Europe,High income,0.692000762
Finland,Unemployment rate by sex and age,Male,Under 15,Children,9.325,9.882,9.041,8.87,7.418,7.173,8.008,8.115,7.048,7.588,7.865,8.212090909,Europe,Northern Europe,High income,0.936671603
France,Unemployment rate by sex and age,Female,15-24,Youth,24.067,24.103,24.956,21.815,20.104,18.867,20.688,19.329,16.121,14.147,14.312,19.86445455,Europe,Western Europe,High income,3.806636898
France,Unemployment rate by sex and age,Female,25+,Adults,8.752,8.587,8.476,8.254,8.054,7.387,6.8,6.573,6.17,5.997,5.987,7.367,Europe,Western Europe,High income,1.09825671
France,Unemployment rate by sex and age,Female,Under 15,Children,10.006,9.878,9.853,9.374,9.061,8.348,7.953,7.753,7.141,6.845,6.836,8.458909091,Europe,Western Europe,High income,1.236635634
France,Unemployment rate by sex and age,Male,15-24,Youth,25.558,26.323,25.131,23.365,21.813,20.916,20.33,19.356,18.627,17.033,16.974,21.40236364,Europe,Western Europe,High income,3.337420749
France,Unemployment rate by sex and age,Male,25+,Adults,8.944,9.161,8.703,7.965,7.579,7.143,6.783,6.671,6.109,6.063,5.96,7.371,Europe,Western Europe,High income,1.184521422
France,Unemployment rate by sex and age,Male,Under 15,Children,10.515,10.788,10.253,9.444,8.981,8.468,8.063,7.963,7.471,7.309,7.152,8.764272727,Europe,Western Europe,High income,1.32277066
Gabon,Unemployment rate by sex and age,Female,15-24,Youth,41.588,41.769,42.156,42.568,42.901,42.737,46.658,44.929,43.301,43.02,42.852,43.13445455,Africa,Sub-Saharan Africa,Upper-middle income,1.466393083
Gabon,Unemployment rate by sex and age,Female,25+,Adults,26.326,26.479,26.823,27.184,27.473,27.339,28.379,28.504,27.669,27.464,27.326,27.36054545,Africa,Sub-Saharan Africa,Upper-middle income,0.680618743
Gabon,Unemployment rate by sex and age,Female,Under 15,Children,28.103,28.225,28.568,28.93,29.218,29.072,30.353,30.273,29.408,29.19,29.047,29.12609091,Africa,Sub-Saharan Africa,Upper-middle income,0.716274313
Gabon,Unemployment rate by sex and age,Male,15-24,Youth,30.679,30.883,31.206,31.55,31.829,31.711,33.867,33.089,32.013,31.403,31.088,31.75618182,Africa,Sub-Saharan Africa,Upper-middle income,0.956265635
Gabon,Unemployment rate by sex and age,Male,25+,Adults,12.316,12.417,12.596,12.785,12.936,12.873,13.736,13.738,13.012,12.704,12.532,12.87681818,Africa,Sub-Saharan Africa,Upper-middle income,0.475775539
Gabon,Unemployment rate by sex and age,Male,Under 15,Children,14.186,14.251,14.432,14.624,14.776,14.699,15.622,15.56,14.829,14.518,14.343,14.71272727,Africa,Sub-Saharan Africa,Upper-middle income,0.4810707
Gambia,Unemployment rate by sex and age,Female,15-24,Youth,14.205,12.289,10.379,8.24,6.31,6.211,7.356,7.162,6.555,6.369,6.248,8.302181818,Africa,Sub-Saharan Africa,Low income,2.767699869
Gambia,Unemployment rate by sex and age,Female,25+,Adults,8.349,6.835,5.3,3.589,2.038,1.991,2.225,2.306,2.14,2.071,2.027,3.533727273,Africa,Sub-Saharan Africa,Low income,2.267103663
Gambia,Unemployment rate by sex and age,Female,Under 15,Children,9.867,8.251,6.62,4.8,3.153,3.087,3.547,3.544,3.263,3.166,3.104,4.763818182,Africa,Sub-Saharan Africa,Low income,2.399690681
Gambia,Unemployment rate by sex and age,Male,15-24,Youth,10.505,9.981,9.459,8.682,8.073,7.94,9.312,8.985,8.286,8.035,7.894,8.832,Africa,Sub-Saharan Africa,Low income,0.892943559
Gambia,Unemployment rate by sex and age,Male,25+,Adults,5.686,5.376,5.055,4.514,4.101,3.997,4.849,4.837,4.268,4.139,4.047,4.624454545,Africa,Sub-Saharan Africa,Low income,0.578683742
Gambia,Unemployment rate by sex and age,Male,Under 15,Children,6.859,6.476,6.087,5.47,4.993,4.879,5.838,5.76,5.151,4.999,4.899,5.582818182,Africa,Sub-Saharan Africa,Low income,0.680295203
Georgia,Unemployment rate by sex and age,Female,15-24,Youth,33.075,39.412,32.2,33.545,34.633,32.364,32.218,32.4,32.94,33.024,33.396,33.56427273,Asia,Western Asia,Upper-middle income,2.067792402
Georgia,Unemployment rate by sex and age,Female,25+,Adults,12.956,11.761,11.173,11.118,9.304,8.513,8.63,8.808,8.683,8.729,8.865,9.867272727,Asia,Western Asia,Upper-middle income,1.578056785
Georgia,Unemployment rate by sex and age,Female,Under 15,Children,14.48,13.936,12.578,12.724,11.245,10.169,10.226,10.375,10.266,10.329,10.519,11.53154545,Asia,Western Asia,Upper-middle income,1.613860425
Georgia,Unemployment rate by sex and age,Male,15-24,Youth,40.408,34.702,37.428,26.398,26.475,28.615,29.971,29.464,28.881,29.091,29.57,31.00027273,Asia,Western Asia,Upper-middle income,4.521882177
